Código;Nome;Categoria;Stock;Valor Unit.;Valor Total
;Amanova Cão Tasty Salmon & Turkey 300g;Canídeos - Ração - Húmida;12.00;27,72;27,72
;Kong classic red - L;Bem-estar Animal;0.00;0;0
;SP C-BIO-W Organic Diet with Beef;Canídeos - Ração - Húmida;0.00;0;0
;PEITORAL PUPPIA SOFT CAMUFLADO L;Bem-estar Animal;0.00;0;0
;Churu Dog Bites Frango c/ Salmão - saqueta (8x96g);Canídeos - Ração;12.00;44,16;44,16
;Desinclor Clorhexidina 1% 500ml;Consumíveis;25.00;96,5;96,5
;Furosemida - Ampola de 2ml *f;Injectáveis;50.00;17,5;17,5
;SP F-BIO-W Organic Diet with Beef;Felídeos - Ração - Húmida;0.00;0;0
;Spray Megamazon Fast Shower Pitanga/Buriti 240ml;Bem-estar Animal;8.00;50;50
;Ownat Cat Classic Kitten 4kg;Felídeos - Ração - Seca;2.00;21,78;21,78
;Álcool 1l;Consumíveis;0.00;0;0
;SP F-BIO-W Organic Diet with Chicken 100gr;Felídeos - Ração - Húmida;0.00;0;0
;RC Cat Gastrointestinal Kitten lata 195g;Felídeos - Ração - Húmida;10.00;22,7;22,7
;Copo de recolha com tampa;Consumíveis;0.00;0;0
;Clunia Zn Maintenance Gel - 59ml;Medicamentos;5.00;44,15;44,15
;AD DENTAL CARE MULTIPACK - 750GRX4;Canideos e Felídeos - Ração - Seca;0.00;0;0
;Dermoscent Bio-Balm 50ml;Bem-estar Animal;0.00;0;0
;AD Cat Gastroenteric Sensitive 1,5kg;Felídeos - Ração - Seca;0.00;0;0
;Clunia ZnA Clinical Gel 118ml;Medicamentos;13.00;184,6;184,6
;Ownat Dog Classic Mini Adult 400g;Canídeos - Ração - Seca;0.00;0;0
;AD Cat Adult Chicken and Rice 10kg;Felídeos - Ração - Seca;0.00;0;0
;Kalm Aid cão/gato 250ml;Suplemento;0.00;0;0
;AD Dog Mini Puppy Chicken and Rice 3kg;Canídeos - Ração - Seca;0.00;0;0
;Coleira Reflect 12mm;Bem-estar Animal;0.00;0;0
;Vetbromide 600mg - caixa de 60 comprimidos;Medicamentos;0.00;0;0
;Ownat Dog Classic Complet 20kg;Canideos e Felídeos - Ração - Seca;4.00;118,72;118,72
;AD Dog Mini Adult Chicken and Rice 3kg;Canídeos - Ração - Seca;7.00;79,59;79,59
;Água Bidestilada;Consumíveis;88.00;31,68;31,68
;AD Dog Puppy Sensitive 12kg;Canídeos - Ração - Seca;0.00;0;0
;Churu Luxury Vet Cat - Embalagem (4 saquetas);Felídeos - Ração - Húmida;25.00;54,75;54,75
;Ownat Dog Hypoallergenic Pork 12kg;Canideos e Felídeos - Ração - Seca;0.00;0;0
;AD Dog Medium Puppy Chicken and Rice 3kg;Canídeos - Ração - Seca;2.00;23,86;23,86
;Fato pós-cirurgia cão Tm09 Macho Dry - Azul;Bem-estar Animal;3.00;76,5;76,5
;Fato Pós-Cirurgia gato Tm01 Dry - Rosa;Bem-estar Animal;2.00;21,68;21,68
;Applaws Dog Chicken Breast (lata) 156g;Canídeos - Ração - Húmida;0.00;0;0
;TOW Prey Cão Angus Vaca 3,63Kg;Canídeos - Ração - Seca;0.00;0;0
;RC Dog Neutered Adult Small - 3,5kg;Canídeos - Ração - Seca;0.00;0;0
;Schesir NS Gato Delicado Frango 4,5Kg;Felídeos - Ração - Seca;0.00;0;0
;HPM U2 Cat Dissolution&Prevention 7Kg;Felídeos - Ração - Seca;0.00;0;0
;Clopidogrel 18.75mg - 30 cápsulas;Medicamentos;0.00;0;0
;AD Cat Adult Chicken and Rice 3kg;Felídeos - Ração - Seca;0.00;0;0
;Ferrovet - frasco 100ml *f;Tratamentos - Animais de Produção;0.00;0;0
;Fato Pós-Cirurgia cão Tm07 Macho/Fêmea Dry - Verde/Rosa;Bem-estar Animal;5.00;118,5;118,5
;SP FID Digestive Support 400g;Felídeos - Ração - Seca;0.00;0;0
;Cama / tapete de arrefecimento 40x50cm;Bem-estar Animal;2.00;13,56;13,56
;SP CID Digestive Support 7Kg;Canídeos - Ração - Seca;0.00;0;0
;Amylactiv Max - Caixa 120 cápsulas;Suplemento;0.00;0;0
;Tear Stain Remover 100ml;Bem-estar Animal;0.00;0;0
;Cama / tapete de arrefecimento 50x90cm;Bem-estar Animal;3.00;35,97;35,97
;WeCalm - comprimido;Suplemento;52.00;19,76;19,76
;Corta comprimidos;Bem-estar Animal;3.00;13,17;13,17
;Biberão Lactadiet cão;Consumíveis;1.00;3,71;3,71
;RC Kit Mother & Baby Cat;Felídeos - Rações;0.00;0;0
;Colar protetor para sonda esofágica T1;Bem-estar Animal;2.00;30,8;30,8
;AD Dog Gastroenteric Low Fat 3kg;Canídeos - Ração - Seca;2.00;36,38;36,38
;Clorocil - frasco 5ml;Medicamentos;0.00;0;0
;Baytril cão/gato 15mg - comprimido palatável;Medicamentos;0.00;0;0
;Healthybites Hariball Gato;Felídeos - Ração - Seca;0.00;0;0
;SP FKD Kidney Support 400g;Felídeos - Ração - Seca;0.00;0;0
;Vacina Canigen DHPPiL;Canídeos - Vacinas;12.00;60,12;60,12
;Biberão Lactadiet Gato;Consumíveis;0.00;0;0
;Colar protetor para sonda esofágica T2;Bem-estar Animal;2.00;33,3;33,3
;AD Dog Renal Failure 3kg;Canídeos - Ração - Seca;0.00;0;0
;SP FND Neutered Young 400g;Felídeos - Ração - Seca;0.00;0;0
;Applaws Cat Peito de Frango - Lata 70g;Felídeos - Ração - Húmida;0.00;0;0
;Lactadiet Cão - saqueta 7,5g;Suplemento;0.00;0;0
;HPM Cat Adult Neutered 7Kg;Felídeos - Ração - Seca;0.00;0;0
;Champô Megamazon Forest Balance Maracujá 300ml;Bem-estar Animal;6.00;33,12;33,12
;SP FPD Kitten 400g;Felídeos - Ração - Seca;0.00;0;0
;Ocil 5mg/g - pomada oftálmica 5gr;Medicamentos;10.00;54,3;54,3
;RC Hypoallergenic Small Dog - 1Kg;Canídeos - Ração - Seca;0.00;0;0
;Lactadiet Gato - saqueta 7,5g;Suplemento;0.00;0;0
;Helizyme/Enzyme - Detergente Enzimático 5L;Outros;0.00;0;0
;Tsefalen/Cefabactin (cefalexina) 1000mg - comprimido;Medicamentos;43.00;48,16;48,16
;Seponver Plus 1L;Tratamentos - Animais de Produção;0.00;0;0
;Kong extreme black - M;Bem-estar Animal;0.00;0;0
;Vetacort injectável - Frasco 50ml *f;Medicamentos;0.00;0;0
;Corpet - embalagem de 60 comprimidos;Suplemento;0.00;0;0
;RC Gastro Intestinal Low Fat Liquid 200ml;Canídeos - Ração - Húmida;0.00;0;0
;Schesir NS Puppy Peru 490g;Canídeos - Ração - Seca;0.00;0;0
;RC Kitten 2Kg;Felídeos - Ração - Seca;0.00;0;0
;Atopivet - blister 15 cápsulas;Suplemento;0.00;0;0
;Tsefalen/Cefabactin (cefalexina) 500mg - comprimido;Medicamentos;15.00;11,85;11,85
;Fio sutura 5/0 O (Monosyn HR17);Consumíveis;51.00;246,33;246,33
;Kong wobbler - L;Bem-estar Animal;0.00;0;0
;SP FID Digestive Support 2Kg;Felídeos - Ração - Seca;0.00;0;0
;SP FRD Weight Redution 400g;Felídeos - Ração - Seca;0.00;0;0
;Tramvetol 50 (tramadol) - comprimido;Medicamentos;0.00;0;0
;RC Maxi Puppy 140g - Saqueta;Canídeos - Ração - Húmida;0.00;0;0
;Bioquímica - Amilase (AMY);Análises - Simples;24.00;40,8;40,8
;Dermoscent Essential6 cat - pipeta;Suplemento;0.00;0;0
;Edolfene - 5ml;Medicamentos;0.00;0;0
;Kong wobbler - S;Bem-estar Animal;0.00;0;0
;TOW GATO TRUTA 6,6KG - Canyon River;Felídeos - Ração - Seca;2.00;70,66;70,66
;SP FXD Adult 400g;Felídeos - Ração - Seca;0.00;0;0
;RC Cat Gastrointestinal Kitten 400g;Felídeos - Ração - Seca;0.00;0;0
;RC Cat Neutered Satiety Balance 1.5Kg;Felídeos - Ração - Seca;0.00;0;0
;Tampa de catéter com borracha;Consumíveis;92.00;20,24;20,24
;Bioquímica - Lipase (LIP);Análises - Simples;24.00;44,64;44,64
;Douxo Seborreia 200ml;Medicamentos;0.00;0;0
;Peixe - Dr Wu Propical Fish 250ml;Animais Exóticos - Alimentação;0.00;0;0
;Instinct Dog No Grain Mini Adult Chicken Paté 150g;Canídeos - Ração - Húmida;0.00;0;0
;RC Dog Diabetic Special Low Carb - Lata 410g;Canídeos - Ração - Húmida;0.00;0;0
;WeCalm Tasty - embalagem;Suplemento;12.00;143,52;143,52
;AD Dog Hypoallergenic 2,5kg;Canídeos - Ração - Seca;0.00;0;0
;Peixe - Tetra Tabs TabiMin 120;Animais Exóticos - Alimentação;0.00;0;0
;TOW CÃO ADULTO MINI VEADO 2KG - App Valley;Canídeos - Ração - Seca;0.00;0;0
;Douxo loção micelar auricular 125ml;Suplemento;0.00;0;0
;AD Dog Mini Adult Chicken and Rice 700g;Canídeos - Ração - Seca;0.00;0;0
;AD Cat Sterilized Sensitive Salmon and Barley 10kg;Felídeos - Ração - Seca;3.00;107,43;107,43
;Pro-Training Clicker;Bem-estar Animal;0.00;0;0
;Simparica 20mg - 5-10kg - 1 comprimido;Canídeos - Desp.externo - Comprimido s/ prev.dirofilariose;0.00;0;0
;Instinct Dog No Grain Mini Adult Chicken 600g;Canídeos - Ração - Seca;0.00;0;0
;HPM Cat Kidney 1,5kg;Felídeos - Ração - Seca;0.00;0;0
;AD Cat Obesity / Weight Balance 1,5kg;Felídeos - Ração - Seca;3.00;32,4;32,4
;AD Dog Hypoallergenic 10kg;Canídeos - Ração - Seca;0.00;0;0
;Luvas De Cirurgia 6.5 - Powdered *F;Consumíveis;50.00;21,5;21,5
;Vacina Myxo-RHD PLUS;Leporídeos;2.00;22,82;22,82
;Purina Proplan Hypoallergenic Cão (HA) 3Kg;Canídeos - Ração - Seca;0.00;0;0
;Feliway F3 spray 60ml;Bem-estar Animal;0.00;0;0
;AD Cat Urinary 1,5kg;Felídeos - Ração - Seca;8.00;86,4;86,4
;Purina Proplan Gastrointestinal Cão (EN) 12Kg;Canídeos - Ração - Seca;0.00;0;0
;Amanova Cão Irresistible Beef 100g;Canídeos - Ração - Húmida;0.00;0;0
;AD Cat Renal Failure 1,5kg;Felídeos - Ração - Seca;4.00;43,2;43,2
;WeHemo solução oral 30ml;Suplemento;12.00;100,68;100,68
;Clyss Go enema;Medicamentos;0.00;0;0
;Toalhitas CLXWipes Pocket 20un;Tratamentos;0.00;0;0
;Schesir Gato Atum/Surimi 85g - latinha;Felídeos - Ração - Húmida;0.00;0;0
;RC Cat Hypoallergenic - 400g;Felídeos - Ração - Seca;0.00;0;0
;Trovetplus Cão Adulto Hipoalergénica Cavalo 3Kg;Canídeos - Ração - Seca;0.00;0;0
;x_Axitol Pan - Solução oral 100ml - Há outro;Medicamentos;0.00;0;0
;SP CRD-2 Weight Reduction 1.6Kg;Canídeos - Ração - Seca;0.00;0;0
;Bravecto gato Plus (1,2-2,8Kg);Felídeos - Desp.interno e externo - Pipeta;0.00;0;0
;Sanicat Clumping Sabão Marselha 10L;Bem-estar Animal;0.00;0;0
;HPM U1 Cat Dissolution 1.5Kg;Felídeos - Ração - Seca;0.00;0;0
;Amanova - Saqueta 85g;Felídeos - Ração - Húmida;0.00;0;0
;AD Dog Articular Care 12kg;Canídeos - Ração - Seca;0.00;0;0
;Canesten - creme;Medicamentos;0.00;0;0
;TOW CÃO PUPPY SALMÃO 12,2KG - Pacific Salmão;Canídeos - Ração - Seca;0.00;0;0
;Sitalan - Caixa de 48 comprimidos;Suplemento;0.00;0;0
;Vectra L - embalagem (colaboradores);Canídeos - Desp.externo - Pipeta;0.00;0;0
;Schesir Gato Atum/Abóbora 85g - Sopa;Felídeos - Ração - Húmida;2.00;2,38;2,38
;Librela 30mg (40-60kg) - 1ml;Medicamentos;3.00;162,57;162,57
;Manipulado Tilosina 220mg - 60 cápsulas;Medicamentos;0.00;0;0
;NAO USAR Amoxicilina + Ácido clavulânico Sandoz 500mg+125mg;Medicamentos;0.00;0;0
;Tobrex - pomada - 5g;Medicamentos;0.00;0;0
;Feliway Friend - Recarga 48mL;Suplemento;3.00;0;0
;Toalhitas Sanilove Aloe Vera 40un;Bem-estar Animal;0.00;0;0
;AD Cat Hypoallergenic 1,25kg;Felídeos - Ração - Seca;4.00;43,2;43,2
;Apoquel mastigável 03,6mg - blister 10 comprimidos;Medicamentos;2.00;19,46;19,46
;Bicarbonato sódio 8,4% - 100ml *f;Injectáveis;0.00;0;0
;Spray Lubrificante (Kruuse Clipper);Consumíveis;1.00;4,49;4,49
;SP FKW-P KIDNEY SUPPORT 85 GR;Felídeos - Ração - Húmida;0.00;0;0
;RC Cat Urinary S/O - Saqueta 85g (Loaf);Felídeos - Ração - Húmida;17.00;16,15;16,15
;VEGGIEDENT FR3SH M (15 Unidades);Bem-estar Animal;2.00;11,16;11,16
;Purina Proplan Everyday Nutrition Medium 14Kg;Canídeos - Ração - Seca;0.00;0;0
;RC Convalescence Support Instant 10x50 g;Canídeos e Felídeos - Ração;0.00;0;0
;Spray Limpeza (Orange oil);Consumíveis;0.00;0;0
;Oralade gato 330ml;Suplemento;0.00;0;0
;Cyclavance 100mg/ml 50ml;Medicamentos;1.00;78,73;78,73
;VEGGIEDENT FR3SH M (1 Unidade);Bem-estar Animal;0.00;0;0
;Credelio 900mg 22-45Kg - Comprimido;Canídeos - Desp.externo - Comprimido s/ prev.dirofilariose;18.00;95,76;95,76
;Rena expert gatos - 30 snacks;Suplemento;1.00;19,78;19,78
;Applaws Cat Senior Chicken 2kg;Felídeos - Ração - Seca;0.00;0;0
;Boletim sanitário de cães e gatos (Emissão);Outros;210.00;65,1;65,1
;Fortiflora cão - 1 saqueta;Suplemento;167.00;115,23;115,23
;VEGGIEDENT FR3SH S (1 Unidade);Bem-estar Animal;0.00;0;0
;Laxatract 667mg/ml 50ml - Embalagem;Medicamentos;1.00;7,89;7,89
;VEGGIEDENT FR3SH XS (1 Unidade);Bem-estar Animal;0.00;0;0
;Clomicalm 20mg - Caixa De 30 Comprimidos;Medicamentos;1.00;26,15;26,15
;Applaws Dog Chicken and Salmon with Kelp DESCONTINUADO;Canídeos - Ração - Húmida;0.00;0;0
;Diazepam 5mg - comprimido;Medicamentos;47.00;1,88;1,88
;Bravecto gato (2,8-6,25Kg);Felídeos - Desp.externo - Pipeta;3.00;66,72;66,72
;Areia Indikator (pH) - 6L;Bem-estar Animal;0.00;0;0
;AD Cat Sterilized Sensitive Salmon and Barley 0,7+0,7kg;Felídeos - Ração - Seca;0.00;0;0
;Aktivait - comprimido;Suplemento;0.00;0;0
;Flee spray;Outros;0.00;0;0
;VEGGIEDENT FR3SH XS (15 Unidades);Bem-estar Animal;0.00;0;0
;Canitroid palatável 400ug - caixa de 250cp;Medicamentos;1.00;51,44;51,44
;VEGGIEDENT FR3SH L (1 Unidade);Bem-estar Animal;0.00;0;0
;Leticaderm Champo 250ml;Bem-estar Animal;0.00;0;0
;Ownat Dog Prime Mini Adult Lamb 1kg;Canídeos - Ração - Seca;0.00;0;0
;Vet Aquadent;Medicamentos;0.00;0;0
;Vacina esgana + parvovirose;Canídeos - Vacinas;8.00;38;38
;Applaws Dog Beef and Vegetabes (pâte) 150g;Canídeos - Ração - Húmida;0.00;0;0
;Parafinina - solução  - 145ml *f;Medicamentos;0.00;0;0
;Wyzium - blister 20 comprimidos;Suplemento;0.00;0;0
;AD Dog Obesity 03kg;Canídeos - Ração - Seca;0.00;0;0
;Gabapentina - 1 cápsula;Medicamentos;29.00;0;0
;Toalhitas Inodorina Jasmin 40un;Bem-estar Animal;0.00;0;0
;Hexaderma Plus champô 200ml;Suplemento;0.00;0;0
;Purina Lilys Kitchen Cão - lata 400g;Canídeos - Ração - Húmida;0.00;0;0
;SP CID Digestive Support 2Kg;Canídeos - Ração - Seca;0.00;0;0
;Vacina trivalente RCP;Felídeos - Vacinas;44.00;202,84;202,84
;AD Cat Urinary 3kg;Felídeos - Ração - Seca;7.00;123,34;123,34
;Onsior 20mg/ml inj 20ml - *f;Injectáveis;0.00;0;0
;Tirocular - embalagem;Medicamentos;0.00;0;0
;Hexaderma Plus espuma 200ml;Suplemento;0.00;0;0
;SP CID-LF Digestive support Low Fat 12Kg;Canídeos - Ração - Seca;0.00;0;0
;Fortiflora Plus Cão - Saqueta;Suplemento;0.00;0;0
;Leticaderm Loção 200ml;Bem-estar Animal;0.00;0;0
;Meloxoral (meloxicam) 4mg - comprimido;Medicamentos;92.00;90,16;90,16
;SP CIW DIGESTIVE SUPPORT 300 GR;Canídeos - Ração - Húmida;2.00;3,06;3,06
;Lâminas para microscopia;Consumíveis;4.00;17,88;17,88
;Parvovirose + Coronavirus - teste rápido;Análises - Simples;0.00;0;0
;SP CRD-1 Weight Reduction 6Kg;Canídeos - Ração - Seca;0.00;0;0
;Panacur 10% - ml*;Animais Exóticos - Desparasitante;0.00;0;0
;RC Cat Urinary S/O MC - 1,5kg;Felídeos - Ração - Seca;0.00;0;0
;Redartik - blister de 15 cápsulas;Suplemento;0.00;0;0
;PEITORAL PUPPIA SOFT CAMUFLADO XS;Bem-estar Animal;0.00;0;0
;Fortiflora Plus Gato - Saqueta;Suplemento;0.00;0;0
;Wecysto Plus - 30 comprimidos (caixa);Suplemento;3.00;25,17;25,17
;Douxo S3 Calm Mousse - 150ml;Suplemento;3.00;50,28;50,28
;SP CKD Heart and Kidney Support 2Kg;Canídeos - Ração - Seca;0.00;0;0
;Stuzzygold Peru - Mousse 85gr;Felídeos - Ração - Húmida;0.00;0;0
;Stronghold gato 45mg - caixa *c;Felídeos - Desp.interno e externo - Pipeta;0.00;0;0
;Vacina Leptospirose L4 - NÃO EXISTE (só pi+l4);Canídeos - Vacinas;0.00;0;0
;Kong snacks - Small Kong - Chicken and Rice;Bem-estar Animal;0.00;0;0
;SP CDD Food Allergy Management 2Kg;Canídeos - Ração - Seca;0.00;0;0
;Suprelorin - Implante;Outros;0.00;0;0
;Vacina tosse do canil - Nobivac KC;Medicamentos;6.00;69,12;69,12
;KimiMove Rapid - Blister de 20 comprimidos;Suplemento;0.00;0;0
;PEITORAL PUPPIA SOFT LARANJA XS;Bem-estar Animal;1.00;10,53;10,53
;Rheumocan (meloxicam) sol. oral 1,5mg/ml - Frasco 15mL;Medicamentos;0.00;0;0
;TOW Cão Pato Couvet 390g;Canídeos - Ração - Húmida;0.00;0;0
;Recicort 20ml;Medicamentos;2.00;28,32;28,32
;Apoquel mastigável 05,4mg - blister 10 comprimidos;Medicamentos;11.00;117,26;117,26
;Wemuno 225g - embalagem;Suplemento;0.00;0;0
;Douxo S3 Calm Shampoo - 200ml;Suplemento;2.00;33,28;33,28
;SP CKW KIDNEY SUPPORT 300 GR;Canídeos - Ração - Húmida;0.00;0;0
;Lâminas para bisturi n.10;Consumíveis;100.00;11;11
;Stronghold gato 45mg - pipeta;Felídeos - Desp.interno e externo - Pipeta;0.00;0;0
;Kong extreme black - X-L;Bem-estar Animal;0.00;0;0
;Calmurofel - caixa de 30 cápsulas;Suplemento;1.00;8,96;8,96
;VITAMINA k1 - ampola de 5ml;Medicamentos;0.00;0;0
;Douxo S3 Pyo Mousse - 150ml;Suplemento;7.00;83,79;83,79
;SP CPD-M Puppy Medium Breed 4Kg;Canídeos - Ração - Seca;0.00;0;0
;Lâminas para bisturi n.12;Consumíveis;1.00;11;11
;Laevolac 10g/15ml - xarope - saqueta;Medicamentos;10.00;5,2;5,2
;Kong extreme black  - XX-L;Bem-estar Animal;0.00;0;0
;Famciclovir 125mg - comprimido;Medicamentos;0.00;0;0
;AD Cat Urinary Sterilized Low Calorie 7.5Kg;Felídeos - Ração - Seca;0.00;0;0
;Schesir Cão Frango/Papaia 150g - latinha;Canídeos - Ração - Húmida;3.00;5,4;5,4
;Vetmedin (pimobendan) 10mg - Caixa;Medicamentos;0.00;0;0
;SP CPD-M Puppy Medium Breed 7Kg;Canídeos - Ração - Seca;0.00;0;0
;Catmalt 50g;Suplemento;0.00;0;0
;Flexadine Advance Cães - 30 comprimidos;Medicamentos;0.00;0;0
;Bata Cirugica - M;Consumíveis;11.00;37,95;37,95
;RC Cat Renal Special Pack (2Kg + 3 saquetas);Felídeos - Rações;0.00;0;0
;Leishcollar 48cm;Canídeos - Desp.externo - Coleira;0.00;0;0
;SP CPD-S Puppy Small Breed 1Kg;Canídeos - Ração - Seca;0.00;0;0
;Leventa frasco 30ml;Medicamentos;0.00;0;0
;Koag - Vitamina K1 - comprimido;Medicamentos;0.00;0;0
;Omeprazol 20mg - cápsula;Medicamentos;68.00;2,04;2,04
;Immiticide frasco 5ml *f;Medicamentos;5.00;194,5;194,5
;RC Cat Renal Pack (2Kg + 3 saquetas);Canídeos e Felídeos - Ração;0.00;0;0
;Leishcollar 65cm;Canídeos - Desp.externo - Coleira;0.00;0;0
;Easy pill - Saqueta;Suplemento;19.00;41,04;41,04
;SP CPD-SPuppy Small Breed 7Kg;Canídeos - Ração - Seca;0.00;0;0
;Penamox Vet 30ml;Medicamentos;6.00;40,92;40,92
;Omeprazol 40mg - cápsula;Medicamentos;1.00;0,16;0,16
;Fato pós-cirurgia cão Tm09 Macho/Fêmea Dry - Verde/Rosa;Bem-estar Animal;3.00;76,5;76,5
;Zek - solução oftalmológica 2,5mg/ml - 10ml;Suplemento;0.00;0;0
;Epiotic - frasco 125ml;Suplemento;0.00;0;0
;TOW CÃO ADULTO BISONTE 12.2KG - H. Prairie;Canídeos - Ração - Seca;0.00;0;0
;PEITORAL PUPPIA SOFT ROSA XL;Bem-estar Animal;0.00;0;0
;Schesir Gato Atum/Frango/Gambas 85g - saqueta;Felídeos - Ração - Húmida;13.00;10,4;10,4
;SP CPD-XL Puppy Large Breed 12Kg;Canídeos - Ração - Seca;0.00;0;0
;Fato pós-cirurgia gato Tm02 - Rosa - NAO EXISTE;Bem-estar Animal;0.00;0;0
;Evexia 1200mg cão/gato - Caixa 20 comprimidos;Suplemento;0.00;0;0
;Quiflor (marbofloxacina) - Frasco *f;Injectáveis;0.00;0;0
;Schesir Cão Frango/Ananás 150g - latinha;Canídeos - Ração - Húmida;0.00;0;0
;Feliway Optimum - Recarga 48mL;Suplemento;4.00;81,84;81,84
;Ursofalk 500mg - Blister 10 cápsulas;Medicamentos;0.00;0;0
;SP CPD-XL Puppy Large Breed 4Kg;Canídeos - Ração - Seca;0.00;0;0
;Tubo soro - 4ml c/ gel - vermelho/amarelo;Consumíveis;150.00;22,5;22,5
;Retardoesteróide - frasco 50ml *f;Injectáveis;0.00;0;0
;Alprazolam 0,5mg - 1 comprimido;Medicamentos;0.00;0;0
;Cyclavance 100mg/ml 15ml;Medicamentos;0.00;0;0
;Feliway Optimum Difusor + Recarga 48mL;Suplemento;3.00;68,28;68,28
;SP CPW PUPPY 300 GR;Canídeos - Ração - Húmida;0.00;0;0
;AD Dog Gastroenteric Low Fat 12kg;Canídeos - Ração - Seca;1.00;44,34;44,34
;RC Cat Urinary S/O HDIL - 1,5kg - JÁ NÃO EXISTE;Felídeos - Ração - Seca;0.00;0;0
;Fato pós-cirurgia cão Tm02 Macho/Fêmea - Rosa/Verde;Bem-estar Animal;0.00;0;0
;Colar para braquicéfalo M;Consumíveis;5.00;17,8;17,8
;Vectra felis - pipeta;Felídeos - Desp.externo - Pipeta;0.00;0;0
;SP CT-H HEALTHY TREATS 300 GR FA;Canídeos - Ração - Seca;0.00;0;0
;SP CGD-M Senior Medium Breed 12Kg;Canídeos - Ração - Seca;0.00;0;0
;Fato pós-cirurgia cão Tm04 Macho/Fêmea - Rosa;Bem-estar Animal;0.00;0;0
;Corta unhas de gato;Bem-estar Animal;0.00;0;0
;SP CXD-M ADULT MEDIUM BREED 12Kg;Canídeos - Ração - Seca;0.00;0;0
;AD Dog Maxi Adult Chicken and Rice 14kg;Canídeos - Ração - Seca;0.00;0;0
;Amoxibactin 250 (amoxicilina) - comprimido;Medicamentos;0.00;0;0
;AD Dog Urinary 3Kg;Canídeos - Ração - Seca;0.00;0;0
;Pano de campo - com adesivo no buraco;Consumíveis;0.00;0;0
;Fato pós-cirurgia cão Tm05 Macho/Fêmea - Rosa;Bem-estar Animal;0.00;0;0
;HF óptima coelho 2,5kg;Leporídeos - Ração - Seca;0.00;0;0
;Acticam / Rheumocam / Inflacam (meloxicam) 2,5mg - 1 comprimido;Medicamentos;227.00;170,25;170,25
;Triturador de comprimidos;Bem-estar Animal;1.00;4,39;4,39
;TOW Prey Gato Peru 2.72Kg;Felídeos - Ração - Seca;0.00;0;0
;RC Cat Gastro Intestinal - 400g;Felídeos - Ração - Seca;1.00;5,25;5,25
;SP CXD-XL ADULT LARG BREED 12Kg;Canídeos - Ração - Seca;3.00;104,22;104,22
;LI Dog Adult Salmon;Canídeos - Ração - Seca;0.00;0;0
;AD Dog Mini Adult Chicken and Rice 7Kg;Canídeos - Ração - Seca;0.00;0;0
;Metrobactin/Metrovis 250mg - comprimido;Medicamentos;672.00;0;0
;Pente - Solução de limpeza;Consumíveis;0.00;0;0
;Pevaryl 10mg/g creme;Medicamentos;0.00;0;0
;Rilexine (cefalexina) 300 - 1 comprimido;Medicamentos;0.00;0;0
;Applaws Cat Adult Chicken and Salmon 7,5kg;Felídeos - Ração - Seca;0.00;0;0
;Instinct Dog No Grain High Meat Medium Adult Chicken 12Kg;Canídeos - Ração - Seca;0.00;0;0
;RC Cat Mature Consult 1,5Kg;Felídeos - Ração - Seca;0.00;0;0
;Fio sutura 2/0 T (Monosyn) - Caixa;Consumíveis;12.00;510,84;510,84
;AD Dog Mini Light Chicken and Rice 1,5kg;Canideos e Felídeos - Ração - Seca;0.00;0;0
;Champô Softcare Hidratante 300ml;Bem-estar Animal;1.00;0;0
;Stubbs S-Arti Plus - Embalagem 30ml;Suplemento;3.00;22,68;22,68
;SP CXD-S ADULT SMALL BREED 4Kg;Canídeos - Ração - Seca;0.00;0;0
;AD Dog Boxer 12kg;Canídeos - Ração - Seca;0.00;0;0
;Dermallay Campô Neutrale 250ml;Bem-estar Animal;0.00;0;0
;Metrobactin 500mg - comprimido;Medicamentos;16.00;8;8
;Anibidiol plus - saqueta;Suplemento;0.00;0;0
;Purina Proplan Urinary Frango (UR) 85g - Saqueta;Felídeos - Ração - Húmida;0.00;0;0
;Stubbs S-Arti Max - Embalagem 150g;Suplemento;4.00;92,4;92,4
;SP CXD-S ADULT SMALL BREED 7Kg;Canídeos - Ração - Seca;1.00;26,41;26,41
;AD Dog Maxi Puppy  Chicken and Rice 12kg;Canídeos - Ração - Seca;1.00;37,52;37,52
;Separador de sangue c/ Litio-Heparina (panelinha);Consumíveis;0.00;0;0
;Anibidiol regular - saqueta;Suplemento;0.00;0;0
;Purina Proplan Urinary Salmão (UR) 85g - Saqueta;Felídeos - Ração - Húmida;0.00;0;0
;Litter Roedores Back 2 Nature - 30L;Animais Exóticos;0.00;0;0
;Milbeguard Duo 25mg/250mg - cão raça gigante;Canídeos - Desp.interno - Comprimido c/ prev.dirofilariose;50.00;122;122
;Stubbs S-Uro - Embalagem 100ml;Suplemento;4.00;53,2;53,2
;SP CXW ADULTO 300 GR;Canídeos - Ração - Húmida;0.00;0;0
;AD Dog Medium Adult Chicken and Rice 14kg;Canídeos - Ração - Seca;3.00;102,33;102,33
;Ornipural frasco 100ml *f;Medicamentos;0.00;0;0
;WeNefro 100ml;Suplemento;9.00;91,98;91,98
;Fato pós-cirurgia cão Tm11 Macho/Fêmea Dry - Rosa/verde;Bem-estar Animal;3.00;90,3;90,3
;Impromune pasta;Suplemento;0.00;0;0
;RC Recovery Lata 195g;Canideos e Felídeos - Ração - Húmida;0.00;0;0
;Glutamax Forte Pasta 15ml;Suplemento;0.00;0;0
